match_id,season,city,venue,date,team1,team2,toss_winner,toss_decision,winner
843,2012,Mumbai,Wankhede Stadium,2012-04-06,Mumbai Indians,Pune Warriors,Mumbai Indians,field,Pune Warriors
844,2012,Jaipur,Sawai Mansingh Stadium,2012-04-06,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals
845,2012,Bangalore,M Chinnaswamy Stadium,2012-04-07,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Royal Challengers Bangalore
846,2012,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,Chennai Super Kings
847,2012,Jaipur,Sawai Mansingh Stadium,2012-04-08,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals
848,2012,Pune,Subrata Roy Sahara Stadium,2012-04-08,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Pune Warriors
849,2012,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-09,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Mumbai Indians
850,2012,Bangalore,M Chinnaswamy Stadium,2012-04-10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders
851,2012,Delhi,Feroz Shah Kotla,2012-04-10,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,Delhi Daredevils
852,2012,Mumbai,Wankhede Stadium,2012-04-11,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians
853,2012,Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-12,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Chennai Super Kings
854,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-04-12,Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,Kings XI Punjab
855,2012,Kolkata,Eden Gardens,2012-04-13,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders
856,2012,Delhi,Feroz Shah Kotla,2012-04-19,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Delhi Daredevils
857,2012,Pune,Subrata Roy Sahara Stadium,2012-04-14,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,Pune Warriors
858,2012,Kolkata,Eden Gardens,2012-04-15,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab
859,2012,Bangalore,M Chinnaswamy Stadium,2012-04-15,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals
860,2012,Mumbai,Wankhede Stadium,2012-04-16,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
861,2012,Jaipur,Sawai Mansingh Stadium,2012-04-17,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals
862,2012,Bangalore,M Chinnaswamy Stadium,2012-04-17,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,bat,Royal Challengers Bangalore
863,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-04-18,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders
864,2012,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2012-05-10,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Delhi Daredevils
865,2012,Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-19,Chennai Super Kings,Pune Warriors,Pune Warriors,field,Chennai Super Kings
866,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-04-20,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
867,2012,Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-21,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings
868,2012,Delhi,Feroz Shah Kotla,2012-04-21,Delhi Daredevils,Pune Warriors,Delhi Daredevils,field,Pune Warriors
869,2012,Mumbai,Wankhede Stadium,2012-04-22,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab
870,2012,Cuttack,Barabati Stadium,2012-04-22,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
871,2012,Jaipur,Sawai Mansingh Stadium,2012-04-23,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore
872,2012,Pune,Subrata Roy Sahara Stadium,2012-04-24,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Delhi Daredevils
873,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-04-25,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians
874,2012,Pune,Subrata Roy Sahara Stadium,2012-04-26,Pune Warriors,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers
875,2012,Delhi,Feroz Shah Kotla,2012-04-27,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils
876,2012,Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-28,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Kings XI Punjab
877,2012,Kolkata,Eden Gardens,2012-04-28,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders
878,2012,Delhi,Feroz Shah Kotla,2012-04-29,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils
879,2012,Mumbai,Wankhede Stadium,2012-04-29,Mumbai Indians,Deccan Chargers,Mumbai Indians,field,Mumbai Indians
880,2012,Chennai,"MA Chidambaram Stadium, Chepauk",2012-04-30,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders
881,2012,Cuttack,Barabati Stadium,2012-05-01,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Deccan Chargers
882,2012,Jaipur,Sawai Mansingh Stadium,2012-05-01,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,Delhi Daredevils
883,2012,Bangalore,M Chinnaswamy Stadium,2012-05-02,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
884,2012,Pune,Subrata Roy Sahara Stadium,2012-05-03,Pune Warriors,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
885,2012,Chennai,"MA Chidambaram Stadium, Chepauk",2012-05-04,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings
886,2012,Kolkata,Eden Gardens,2012-05-05,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders
887,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-05-05,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals
888,2012,Mumbai,Wankhede Stadium,2012-05-06,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians
889,2012,Bangalore,M Chinnaswamy Stadium,2012-05-06,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Royal Challengers Bangalore
890,2012,Delhi,Feroz Shah Kotla,2012-05-07,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders
891,2012,Pune,Subrata Roy Sahara Stadium,2012-05-08,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,Rajasthan Royals
892,2012,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2012-05-08,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab
893,2012,Mumbai,Wankhede Stadium,2012-05-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
894,2012,Jaipur,Sawai Mansingh Stadium,2012-05-10,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
895,2012,Pune,Subrata Roy Sahara Stadium,2012-05-11,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,field,Royal Challengers Bangalore
896,2012,Kolkata,Eden Gardens,2012-05-12,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
897,2012,Chennai,"MA Chidambaram Stadium, Chepauk",2012-05-12,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,field,Chennai Super Kings
898,2012,Jaipur,Sawai Mansingh Stadium,2012-05-13,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,Rajasthan Royals
899,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2012-05-13,Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,Kings XI Punjab
900,2012,Bangalore,M Chinnaswamy Stadium,2012-05-14,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
901,2012,Kolkata,Eden Gardens,2012-05-14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
902,2012,Delhi,Feroz Shah Kotla,2012-05-15,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,Delhi Daredevils
903,2012,Mumbai,Wankhede Stadium,2012-05-16,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders
904,2012,Dharamsala,Himachal Pradesh Cricket Association Stadium,2012-05-17,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab
905,2012,Delhi,Feroz Shah Kotla,2012-05-17,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,Royal Challengers Bangalore
906,2012,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2012-05-18,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,Deccan Chargers
907,2012,Dharamsala,Himachal Pradesh Cricket Association Stadium,2012-05-19,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils
908,2012,Pune,Subrata Roy Sahara Stadium,2012-05-19,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders
909,2012,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2012-05-20,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers
910,2012,Jaipur,Sawai Mansingh Stadium,2012-05-20,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians
911,2012,Pune,Subrata Roy Sahara Stadium,2012-05-22,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders
912,2012,Bangalore,M Chinnaswamy Stadium,2012-05-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings
913,2012,Chennai,"MA Chidambaram Stadium, Chepauk",2012-05-25,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,Chennai Super Kings
914,2012,Chennai,"MA Chidambaram Stadium, Chepauk",2012-05-27,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders
915,2013,Kolkata,Eden Gardens,2013-04-03,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,Kolkata Knight Riders
916,2013,Bangalore,M Chinnaswamy Stadium,2013-04-04,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore
917,2013,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-04-05,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,Sunrisers Hyderabad
918,2013,Delhi,Feroz Shah Kotla,2013-04-06,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals
919,2013,Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-06,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
920,2013,Pune,Subrata Roy Sahara Stadium,2013-04-07,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Kings XI Punjab
921,2013,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-04-07,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,
922,2013,Jaipur,Sawai Mansingh Stadium,2013-04-08,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals
923,2013,Mumbai,Wankhede Stadium,2013-04-09,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians
924,2013,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-04-10,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
925,2013,Bangalore,M Chinnaswamy Stadium,2013-04-11,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore
926,2013,Pune,Subrata Roy Sahara Stadium,2013-04-11,Pune Warriors,Rajasthan Royals,Rajasthan Royals,bat,Pune Warriors
927,2013,Delhi,Feroz Shah Kotla,2013-04-12,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Sunrisers Hyderabad
928,2013,Mumbai,Wankhede Stadium,2013-04-13,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians
929,2013,Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-13,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings
930,2013,Kolkata,Eden Gardens,2013-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders
931,2013,Jaipur,Sawai Mansingh Stadium,2013-04-14,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Rajasthan Royals
932,2013,Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-15,Chennai Super Kings,Pune Warriors,Pune Warriors,bat,Pune Warriors
933,2013,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-04-16,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab
934,2013,Bangalore,M Chinnaswamy Stadium,2013-04-16,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,
935,2013,Pune,Maharashtra Cricket Association Stadium,2013-04-17,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,field,Sunrisers Hyderabad
936,2013,Jaipur,Sawai Mansingh Stadium,2013-04-17,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals
937,2013,Delhi,Feroz Shah Kotla,2013-04-18,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings
938,2013,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-04-19,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,Sunrisers Hyderabad
939,2013,Kolkata,Eden Gardens,2013-04-20,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings
940,2013,Bangalore,M Chinnaswamy Stadium,2013-04-20,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore
941,2013,Delhi,Feroz Shah Kotla,2013-04-21,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Delhi Daredevils
942,2013,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-04-21,Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,Kings XI Punjab
943,2013,Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-22,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings
944,2013,Bangalore,M Chinnaswamy Stadium,2013-04-23,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore
945,2013,Dharamsala,Himachal Pradesh Cricket Association Stadium,2013-05-16,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab
946,2013,Kolkata,Eden Gardens,2013-04-24,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians
947,2013,Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-25,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings
948,2013,Kolkata,Eden Gardens,2013-04-26,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders
949,2013,Jaipur,Sawai Mansingh Stadium,2013-04-27,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals
950,2013,Mumbai,Wankhede Stadium,2013-04-27,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians
951,2013,Chennai,"MA Chidambaram Stadium, Chepauk",2013-04-28,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings
952,2013,Raipur,Shaheed Veer Narayan Singh International Stadium,2013-04-28,Delhi Daredevils,Pune Warriors,Pune Warriors,field,Delhi Daredevils
953,2013,Jaipur,Sawai Mansingh Stadium,2013-04-29,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals
954,2013,Mumbai,Wankhede Stadium,2013-04-29,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians
955,2013,Pune,Subrata Roy Sahara Stadium,2013-04-30,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings
956,2013,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-05-01,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad
957,2013,Raipur,Shaheed Veer Narayan Singh International Stadium,2013-05-01,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Daredevils
958,2013,Chennai,"MA Chidambaram Stadium, Chepauk",2013-05-02,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings
959,2013,Pune,Subrata Roy Sahara Stadium,2013-05-02,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
960,2013,Kolkata,Eden Gardens,2013-05-03,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders
961,2013,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-05-04,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,Sunrisers Hyderabad
962,2013,Bangalore,M Chinnaswamy Stadium,2013-05-14,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
963,2013,Mumbai,Wankhede Stadium,2013-05-05,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians
964,2013,Jaipur,Sawai Mansingh Stadium,2013-05-05,Rajasthan Royals,Pune Warriors,Pune Warriors,bat,Rajasthan Royals
965,2013,Bangalore,M Chinnaswamy Stadium,2013-04-09,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bangalore
966,2013,Jaipur,Sawai Mansingh Stadium,2013-05-07,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,Rajasthan Royals
967,2013,Mumbai,Wankhede Stadium,2013-05-07,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians
968,2013,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-05-08,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings
969,2013,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-05-09,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
970,2013,Pune,Subrata Roy Sahara Stadium,2013-05-09,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders
971,2013,Delhi,Feroz Shah Kotla,2013-05-10,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,Royal Challengers Bangalore
972,2013,Pune,Subrata Roy Sahara Stadium,2013-05-11,Pune Warriors,Mumbai Indians,Pune Warriors,bat,Mumbai Indians
973,2013,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-05-11,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad
974,2013,Ranchi,JSCA International Stadium Complex,2013-05-12,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders
975,2013,Jaipur,Sawai Mansingh Stadium,2013-05-12,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Rajasthan Royals
976,2013,Delhi,Feroz Shah Kotla,2013-04-23,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
977,2013,Mumbai,Wankhede Stadium,2013-05-13,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Mumbai Indians
978,2013,Ranchi,JSCA International Stadium Complex,2013-05-15,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,field,Pune Warriors
979,2013,Chennai,"MA Chidambaram Stadium, Chepauk",2013-05-14,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings
980,2013,Mumbai,Wankhede Stadium,2013-05-15,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians
981,2013,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-05-06,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Kings XI Punjab
982,2013,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-05-17,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
983,2013,Dharamsala,Himachal Pradesh Cricket Association Stadium,2013-05-18,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab
984,2013,Pune,Subrata Roy Sahara Stadium,2013-05-19,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Pune Warriors
985,2013,Bangalore,M Chinnaswamy Stadium,2013-05-18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore
986,2013,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-05-19,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sunrisers Hyderabad
987,2013,Delhi,Feroz Shah Kotla,2013-05-21,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings
988,2013,Delhi,Feroz Shah Kotla,2013-05-22,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals
989,2013,Kolkata,Eden Gardens,2013-05-24,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Mumbai Indians
990,2013,Kolkata,Eden Gardens,2013-05-26,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians
991,2014,Abu Dhabi,Sheikh Zayed Stadium,2014-04-16,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders
992,2014,,Sharjah Cricket Stadium,2014-04-17,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
993,2014,Abu Dhabi,Sheikh Zayed Stadium,2014-04-18,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Kings XI Punjab
994,2014,Abu Dhabi,Sheikh Zayed Stadium,2014-04-18,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
995,2014,,Dubai International Cricket Stadium,2014-04-19,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore
996,2014,,Dubai International Cricket Stadium,2014-04-19,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Delhi Daredevils
997,2014,,Sharjah Cricket Stadium,2014-04-20,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
998,2014,Abu Dhabi,Sheikh Zayed Stadium,2014-04-21,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings
999,2014,,Sharjah Cricket Stadium,2014-04-22,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kings XI Punjab
1000,2014,,Dubai International Cricket Stadium,2014-04-23,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings
1001,2014,,Sharjah Cricket Stadium,2014-04-24,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders
1002,2014,,Dubai International Cricket Stadium,2014-04-25,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
1003,2014,,Dubai International Cricket Stadium,2014-04-25,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings
1004,2014,Abu Dhabi,Sheikh Zayed Stadium,2014-04-26,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals
1005,2014,Abu Dhabi,Sheikh Zayed Stadium,2014-04-26,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab
1006,2014,,Sharjah Cricket Stadium,2014-04-27,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Delhi Daredevils
1007,2014,,Sharjah Cricket Stadium,2014-04-27,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings
1008,2014,,Dubai International Cricket Stadium,2014-04-28,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Kings XI Punjab
1009,2014,Abu Dhabi,Sheikh Zayed Stadium,2014-04-29,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,
1010,2014,,Dubai International Cricket Stadium,2014-04-30,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad
1011,2014,Ranchi,JSCA International Stadium Complex,2014-05-02,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings
1012,2014,Mumbai,Wankhede Stadium,2014-05-03,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,Mumbai Indians
1013,2014,Delhi,Feroz Shah Kotla,2014-05-03,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
1014,2014,Bangalore,M Chinnaswamy Stadium,2014-05-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore
1015,2014,Ahmedabad,"Sardar Patel Stadium, Motera",2014-05-05,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals
1016,2014,Delhi,Feroz Shah Kotla,2014-05-05,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
1017,2014,Mumbai,Wankhede Stadium,2014-05-06,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians
1018,2014,Delhi,Feroz Shah Kotla,2014-05-07,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders
1019,2014,Cuttack,Barabati Stadium,2014-05-07,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab
1020,2014,Ahmedabad,"Sardar Patel Stadium, Motera",2014-05-08,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad
1021,2014,Bangalore,M Chinnaswamy Stadium,2014-05-09,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,Kings XI Punjab
1022,2014,Delhi,Feroz Shah Kotla,2014-05-10,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
1023,2014,Mumbai,Wankhede Stadium,2014-05-10,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
